race_id,race_id_join,race_round,race_year,race_name,race_date,circuit_name,circuit_location,circuit_country,circuit_latitude,circuit_longitude,data_source,ingestion_date
286,Monaco Grand Prix1977,6,1977,Monaco Grand Prix,1977-05-22 06:00:00,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,dev,2024-06-06
302,Monaco Grand Prix1978,5,1978,Monaco Grand Prix,1978-05-07 06:00:00,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,dev,2024-06-06
320,Monaco Grand Prix1979,7,1979,Monaco Grand Prix,1979-05-27 06:00:00,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,dev,2024-06-06
334,Monaco Grand Prix1980,6,1980,Monaco Grand Prix,1980-05-18 06:00:00,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,dev,2024-06-06
348,Monaco Grand Prix1981,6,1981,Monaco Grand Prix,1981-05-31 06:00:00,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,dev,2024-06-06
363,Monaco Grand Prix1982,6,1982,Monaco Grand Prix,1982-05-23 06:00:00,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,dev,2024-06-06
378,Monaco Grand Prix1983,5,1983,Monaco Grand Prix,1983-05-15 06:00:00,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,dev,2024-06-06
394,Monaco Grand Prix1984,6,1984,Monaco Grand Prix,1984-06-03 06:00:00,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,dev,2024-06-06
408,Monaco Grand Prix1985,4,1985,Monaco Grand Prix,1985-05-19 06:00:00,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,dev,2024-06-06
424,Monaco Grand Prix1986,4,1986,Monaco Grand Prix,1986-05-11 06:00:00,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,dev,2024-06-06
440,Monaco Grand Prix1987,4,1987,Monaco Grand Prix,1987-05-31 06:00:00,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,dev,2024-06-06
455,Monaco Grand Prix1988,3,1988,Monaco Grand Prix,1988-05-15 06:00:00,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,dev,2024-06-06
471,Monaco Grand Prix1989,3,1989,Monaco Grand Prix,1989-05-07 06:00:00,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,dev,2024-06-06
488,Monaco Grand Prix1990,4,1990,Monaco Grand Prix,1990-05-27 06:00:00,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,dev,2024-06-06
504,Monaco Grand Prix1991,4,1991,Monaco Grand Prix,1991-05-12 06:00:00,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,dev,2024-06-06
522,Monaco Grand Prix1992,6,1992,Monaco Grand Prix,1992-05-31 06:00:00,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,dev,2024-06-06
538,Monaco Grand Prix1993,6,1993,Monaco Grand Prix,1993-05-23 06:00:00,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,dev,2024-06-06
552,Monaco Grand Prix1994,4,1994,Monaco Grand Prix,1994-05-15 06:00:00,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,dev,2024-06-06
569,Monaco Grand Prix1995,5,1995,Monaco Grand Prix,1995-05-28 06:00:00,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,dev,2024-06-06
587,Monaco Grand Prix1996,6,1996,Monaco Grand Prix,1996-05-19 06:00:00,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,dev,2024-06-06
602,Monaco Grand Prix1997,5,1997,Monaco Grand Prix,1997-05-11 06:00:00,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,dev,2024-06-06
620,Monaco Grand Prix1998,6,1998,Monaco Grand Prix,1998-05-24 06:00:00,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,dev,2024-06-06
634,Monaco Grand Prix1999,4,1999,Monaco Grand Prix,1999-05-16 06:00:00,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,dev,2024-06-06
653,Monaco Grand Prix2000,7,2000,Monaco Grand Prix,2000-06-04 06:00:00,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,dev,2024-06-06
670,Monaco Grand Prix2001,7,2001,Monaco Grand Prix,2001-05-27 06:00:00,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,dev,2024-06-06
687,Monaco Grand Prix2002,7,2002,Monaco Grand Prix,2002-05-26 06:00:00,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,dev,2024-06-06
704,Monaco Grand Prix2003,7,2003,Monaco Grand Prix,2003-06-01 06:00:00,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,dev,2024-06-06
719,Monaco Grand Prix2004,6,2004,Monaco Grand Prix,2004-05-23 06:00:00,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,dev,2024-06-06
737,Monaco Grand Prix2005,6,2005,Monaco Grand Prix,2005-05-22 06:00:00,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,dev,2024-06-06
757,Monaco Grand Prix2006,7,2006,Monaco Grand Prix,2006-05-28 06:00:00,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,dev,2024-06-06
773,Monaco Grand Prix2007,5,2007,Monaco Grand Prix,2007-05-27 06:00:00,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,dev,2024-06-06
791,Monaco Grand Prix2008,6,2008,Monaco Grand Prix,2008-05-25 06:00:00,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,dev,2024-06-06
809,Monaco Grand Prix2009,6,2009,Monaco Grand Prix,2009-05-24 06:00:00,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,dev,2024-06-06
826,Monaco Grand Prix2010,6,2010,Monaco Grand Prix,2010-05-16 06:00:00,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,dev,2024-06-06
845,Monaco Grand Prix2011,6,2011,Monaco Grand Prix,2011-05-29 06:00:00,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,dev,2024-06-06
864,Monaco Grand Prix2012,6,2012,Monaco Grand Prix,2012-05-27 06:00:00,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,dev,2024-06-06
884,Monaco Grand Prix2013,6,2013,Monaco Grand Prix,2013-05-26 06:00:00,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,dev,2024-06-06
903,Monaco Grand Prix2014,6,2014,Monaco Grand Prix,2014-05-25 06:00:00,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,dev,2024-06-06
922,Monaco Grand Prix2015,6,2015,Monaco Grand Prix,2015-05-24 06:00:00,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,dev,2024-06-06
941,Monaco Grand Prix2016,6,2016,Monaco Grand Prix,2016-05-29 06:00:00,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,dev,2024-06-06
962,Monaco Grand Prix2017,6,2017,Monaco Grand Prix,2017-05-28 06:00:00,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,dev,2024-06-06
982,Monaco Grand Prix2018,6,2018,Monaco Grand Prix,2018-05-27 06:00:00,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,dev,2024-06-06
1003,Monaco Grand Prix2019,6,2019,Monaco Grand Prix,2019-05-26 06:00:00,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,dev,2024-06-06
1040,Monaco Grand Prix2021,5,2021,Monaco Grand Prix,2021-05-23 06:00:00,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,dev,2024-06-06
1064,Monaco Grand Prix2022,7,2022,Monaco Grand Prix,2022-05-29 06:00:00,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,dev,2024-06-06
1085,Monaco Grand Prix2023,6,2023,Monaco Grand Prix,2023-05-28 06:00:00,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,dev,2024-06-06
1109,Monaco Grand Prix2024,8,2024,Monaco Grand Prix,2024-05-26 06:00:00,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,dev,2024-06-06
507,French Grand Prix1991,7,1991,French Grand Prix,1991-07-07 06:00:00,Circuit de Nevers Magny-Cours,Magny Cours,France,46.8642,3.16361,dev,2024-06-06
524,French Grand Prix1992,8,1992,French Grand Prix,1992-07-05 06:00:00,Circuit de Nevers Magny-Cours,Magny Cours,France,46.8642,3.16361,dev,2024-06-06
540,French Grand Prix1993,8,1993,French Grand Prix,1993-07-04 06:00:00,Circuit de Nevers Magny-Cours,Magny Cours,France,46.8642,3.16361,dev,2024-06-06
555,French Grand Prix1994,7,1994,French Grand Prix,1994-07-03 06:00:00,Circuit de Nevers Magny-Cours,Magny Cours,France,46.8642,3.16361,dev,2024-06-06
571,French Grand Prix1995,7,1995,French Grand Prix,1995-07-02 06:00:00,Circuit de Nevers Magny-Cours,Magny Cours,France,46.8642,3.16361,dev,2024-06-06
590,French Grand Prix1996,9,1996,French Grand Prix,1996-06-30 06:00:00,Circuit de Nevers Magny-Cours,Magny Cours,France,46.8642,3.16361,dev,2024-06-06
605,French Grand Prix1997,8,1997,French Grand Prix,1997-06-29 06:00:00,Circuit de Nevers Magny-Cours,Magny Cours,France,46.8642,3.16361,dev,2024-06-06
622,French Grand Prix1998,8,1998,French Grand Prix,1998-06-28 06:00:00,Circuit de Nevers Magny-Cours,Magny Cours,France,46.8642,3.16361,dev,2024-06-06
637,French Grand Prix1999,7,1999,French Grand Prix,1999-06-27 06:00:00,Circuit de Nevers Magny-Cours,Magny Cours,France,46.8642,3.16361,dev,2024-06-06
655,French Grand Prix2000,9,2000,French Grand Prix,2000-07-02 06:00:00,Circuit de Nevers Magny-Cours,Magny Cours,France,46.8642,3.16361,dev,2024-06-06
673,French Grand Prix2001,10,2001,French Grand Prix,2001-07-01 06:00:00,Circuit de Nevers Magny-Cours,Magny Cours,France,46.8642,3.16361,dev,2024-06-06
691,French Grand Prix2002,11,2002,French Grand Prix,2002-07-21 06:00:00,Circuit de Nevers Magny-Cours,Magny Cours,France,46.8642,3.16361,dev,2024-06-06
707,French Grand Prix2003,10,2003,French Grand Prix,2003-07-06 06:00:00,Circuit de Nevers Magny-Cours,Magny Cours,France,46.8642,3.16361,dev,2024-06-06
723,French Grand Prix2004,10,2004,French Grand Prix,2004-07-04 06:00:00,Circuit de Nevers Magny-Cours,Magny Cours,France,46.8642,3.16361,dev,2024-06-06
741,French Grand Prix2005,10,2005,French Grand Prix,2005-07-03 06:00:00,Circuit de Nevers Magny-Cours,Magny Cours,France,46.8642,3.16361,dev,2024-06-06
761,French Grand Prix2006,11,2006,French Grand Prix,2006-07-16 06:00:00,Circuit de Nevers Magny-Cours,Magny Cours,France,46.8642,3.16361,dev,2024-06-06
776,French Grand Prix2007,8,2007,French Grand Prix,2007-07-01 06:00:00,Circuit de Nevers Magny-Cours,Magny Cours,France,46.8642,3.16361,dev,2024-06-06
793,French Grand Prix2008,8,2008,French Grand Prix,2008-06-22 06:00:00,Circuit de Nevers Magny-Cours,Magny Cours,France,46.8642,3.16361,dev,2024-06-06
15,Spanish Grand Prix1951,8,1951,Spanish Grand Prix,1951-10-28 06:00:00,Circuit de Pedralbes,Barcelona,Spain,41.3903,2.11667,dev,2024-06-06
41,Spanish Grand Prix1954,9,1954,Spanish Grand Prix,1954-10-24 06:00:00,Circuit de Pedralbes,Barcelona,Spain,41.3903,2.11667,dev,2024-06-06
5,Belgian Grand Prix1950,5,1950,Belgian Grand Prix,1950-06-18 06:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,dev,2024-06-06
10,Belgian Grand Prix1951,3,1951,Belgian Grand Prix,1951-06-17 06:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,dev,2024-06-06
18,Belgian Grand Prix1952,3,1952,Belgian Grand Prix,1952-06-22 06:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,dev,2024-06-06
27,Belgian Grand Prix1953,4,1953,Belgian Grand Prix,1953-06-21 06:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,dev,2024-06-06
35,Belgian Grand Prix1954,3,1954,Belgian Grand Prix,1954-06-20 06:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,dev,2024-06-06
45,Belgian Grand Prix1955,4,1955,Belgian Grand Prix,1955-06-05 06:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,dev,2024-06-06
52,Belgian Grand Prix1956,4,1956,Belgian Grand Prix,1956-06-03 06:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,dev,2024-06-06
69,Belgian Grand Prix1958,5,1958,Belgian Grand Prix,1958-06-15 06:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,dev,2024-06-06
89,Belgian Grand Prix1960,5,1960,Belgian Grand Prix,1960-06-19 06:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,dev,2024-06-06
97,Belgian Grand Prix1961,3,1961,Belgian Grand Prix,1961-06-18 06:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,dev,2024-06-06
105,Belgian Grand Prix1962,3,1962,Belgian Grand Prix,1962-06-17 06:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,dev,2024-06-06
113,Belgian Grand Prix1963,2,1963,Belgian Grand Prix,1963-06-09 06:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,dev,2024-06-06
124,Belgian Grand Prix1964,3,1964,Belgian Grand Prix,1964-06-14 06:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,dev,2024-06-06
134,Belgian Grand Prix1965,3,1965,Belgian Grand Prix,1965-06-13 06:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,dev,2024-06-06
143,Belgian Grand Prix1966,2,1966,Belgian Grand Prix,1966-06-12 06:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,dev,2024-06-06
154,Belgian Grand Prix1967,4,1967,Belgian Grand Prix,1967-06-18 06:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,dev,2024-06-06
165,Belgian Grand Prix1968,4,1968,Belgian Grand Prix,1968-06-09 06:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,dev,2024-06-06
188,Belgian Grand Prix1970,4,1970,Belgian Grand Prix,1970-06-07 06:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,dev,2024-06-06
379,Belgian Grand Prix1983,6,1983,Belgian Grand Prix,1983-05-22 06:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,dev,2024-06-06
417,Belgian Grand Prix1985,13,1985,Belgian Grand Prix,1985-09-15 06:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,dev,2024-06-06
425,Belgian Grand Prix1986,5,1986,Belgian Grand Prix,1986-05-25 06:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,dev,2024-06-06
439,Belgian Grand Prix1987,3,1987,Belgian Grand Prix,1987-05-17 06:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,dev,2024-06-06
463,Belgian Grand Prix1988,11,1988,Belgian Grand Prix,1988-08-28 06:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,dev,2024-06-06
479,Belgian Grand Prix1989,11,1989,Belgian Grand Prix,1989-08-27 06:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,dev,2024-06-06
495,Belgian Grand Prix1990,11,1990,Belgian Grand Prix,1990-08-26 06:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,dev,2024-06-06
511,Belgian Grand Prix1991,11,1991,Belgian Grand Prix,1991-08-25 06:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,dev,2024-06-06
528,Belgian Grand Prix1992,12,1992,Belgian Grand Prix,1992-08-30 06:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,dev,2024-06-06
544,Belgian Grand Prix1993,12,1993,Belgian Grand Prix,1993-08-29 06:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,dev,2024-06-06
559,Belgian Grand Prix1994,11,1994,Belgian Grand Prix,1994-08-28 06:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,dev,2024-06-06
575,Belgian Grand Prix1995,11,1995,Belgian Grand Prix,1995-08-27 06:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,dev,2024-06-06
594,Belgian Grand Prix1996,13,1996,Belgian Grand Prix,1996-08-25 06:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,dev,2024-06-06
609,Belgian Grand Prix1997,12,1997,Belgian Grand Prix,1997-08-24 06:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,dev,2024-06-06
627,Belgian Grand Prix1998,13,1998,Belgian Grand Prix,1998-08-30 06:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,dev,2024-06-06
642,Belgian Grand Prix1999,12,1999,Belgian Grand Prix,1999-08-29 06:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,dev,2024-06-06
659,Belgian Grand Prix2000,13,2000,Belgian Grand Prix,2000-08-27 06:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,dev,2024-06-06
677,Belgian Grand Prix2001,14,2001,Belgian Grand Prix,2001-09-02 06:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,dev,2024-06-06
694,Belgian Grand Prix2002,14,2002,Belgian Grand Prix,2002-09-01 06:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,dev,2024-06-06
727,Belgian Grand Prix2004,14,2004,Belgian Grand Prix,2004-08-29 06:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,dev,2024-06-06
747,Belgian Grand Prix2005,16,2005,Belgian Grand Prix,2005-09-11 06:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,dev,2024-06-06
782,Belgian Grand Prix2007,14,2007,Belgian Grand Prix,2007-09-16 06:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,dev,2024-06-06
798,Belgian Grand Prix2008,13,2008,Belgian Grand Prix,2008-09-07 06:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,dev,2024-06-06
815,Belgian Grand Prix2009,12,2009,Belgian Grand Prix,2009-08-30 06:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,dev,2024-06-06
833,Belgian Grand Prix2010,13,2010,Belgian Grand Prix,2010-08-29 06:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,dev,2024-06-06
851,Belgian Grand Prix2011,12,2011,Belgian Grand Prix,2011-08-28 06:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,dev,2024-06-06
870,Belgian Grand Prix2012,12,2012,Belgian Grand Prix,2012-09-02 06:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,dev,2024-06-06
889,Belgian Grand Prix2013,11,2013,Belgian Grand Prix,2013-08-25 06:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,dev,2024-06-06
909,Belgian Grand Prix2014,12,2014,Belgian Grand Prix,2014-08-24 06:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,dev,2024-06-06
927,Belgian Grand Prix2015,11,2015,Belgian Grand Prix,2015-08-23 06:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,dev,2024-06-06
948,Belgian Grand Prix2016,13,2016,Belgian Grand Prix,2016-08-28 06:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,dev,2024-06-06
968,Belgian Grand Prix2017,12,2017,Belgian Grand Prix,2017-08-27 06:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,dev,2024-06-06
989,Belgian Grand Prix2018,13,2018,Belgian Grand Prix,2018-08-26 06:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,dev,2024-06-06
1010,Belgian Grand Prix2019,13,2019,Belgian Grand Prix,2019-09-01 06:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,dev,2024-06-06
1025,Belgian Grand Prix2020,7,2020,Belgian Grand Prix,2020-08-30 06:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,dev,2024-06-06
1047,Belgian Grand Prix2021,12,2021,Belgian Grand Prix,2021-08-29 06:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,dev,2024-06-06
1071,Belgian Grand Prix2022,14,2022,Belgian Grand Prix,2022-08-28 06:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,dev,2024-06-06
1091,Belgian Grand Prix2023,12,2023,Belgian Grand Prix,2023-07-30 06:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,dev,2024-06-06
1115,Belgian Grand Prix2024,14,2024,Belgian Grand Prix,2024-07-28 06:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,dev,2024-06-06
877,United States Grand Prix2012,19,2012,United States Grand Prix,2012-11-18 06:00:00,Circuit of the Americas,Austin,USA,30.1328,-97.6411,dev,2024-06-06
896,United States Grand Prix2013,18,2013,United States Grand Prix,2013-11-17 06:00:00,Circuit of the Americas,Austin,USA,30.1328,-97.6411,dev,2024-06-06
914,United States Grand Prix2014,17,2014,United States Grand Prix,2014-11-02 06:00:00,Circuit of the Americas,Austin,USA,30.1328,-97.6411,dev,2024-06-06
932,United States Grand Prix2015,16,2015,United States Grand Prix,2015-10-25 06:00:00,Circuit of the Americas,Austin,USA,30.1328,-97.6411,dev,2024-06-06
953,United States Grand Prix2016,18,2016,United States Grand Prix,2016-10-23 06:00:00,Circuit of the Americas,Austin,USA,30.1328,-97.6411,dev,2024-06-06
973,United States Grand Prix2017,17,2017,United States Grand Prix,2017-10-22 06:00:00,Circuit of the Americas,Austin,USA,30.1328,-97.6411,dev,2024-06-06
994,United States Grand Prix2018,18,2018,United States Grand Prix,2018-10-21 06:00:00,Circuit of the Americas,Austin,USA,30.1328,-97.6411,dev,2024-06-06
1016,United States Grand Prix2019,19,2019,United States Grand Prix,2019-11-03 06:00:00,Circuit of the Americas,Austin,USA,30.1328,-97.6411,dev,2024-06-06
1052,United States Grand Prix2021,17,2021,United States Grand Prix,2021-10-24 06:00:00,Circuit of the Americas,Austin,USA,30.1328,-97.6411,dev,2024-06-06
1076,United States Grand Prix2022,19,2022,United States Grand Prix,2022-10-23 06:00:00,Circuit of the Americas,Austin,USA,30.1328,-97.6411,dev,2024-06-06
1097,United States Grand Prix2023,18,2023,United States Grand Prix,2023-10-22 06:00:00,Circuit of the Americas,Austin,USA,30.1328,-97.6411,dev,2024-06-06
1120,United States Grand Prix2024,19,2024,United States Grand Prix,2024-10-20 06:00:00,Circuit of the Americas,Austin,USA,30.1328,-97.6411,dev,2024-06-06
73,Portuguese Grand Prix1958,9,1958,Portuguese Grand Prix,1958-08-24 06:00:00,Circuito da Boavista,Oporto,Portugal,41.1705,-8.67325,dev,2024-06-06
92,Portuguese Grand Prix1960,8,1960,Portuguese Grand Prix,1960-08-14 06:00:00,Circuito da Boavista,Oporto,Portugal,41.1705,-8.67325,dev,2024-06-06
422,Spanish Grand Prix1986,2,1986,Spanish Grand Prix,1986-04-13 06:00:00,Circuito de Jerez,Jerez de la Frontera,Spain,36.7083,-6.03417,dev,2024-06-06
449,Spanish Grand Prix1987,13,1987,Spanish Grand Prix,1987-09-27 06:00:00,Circuito de Jerez,Jerez de la Frontera,Spain,36.7083,-6.03417,dev,2024-06-06
466,Spanish Grand Prix1988,14,1988,Spanish Grand Prix,1988-10-02 06:00:00,Circuito de Jerez,Jerez de la Frontera,Spain,36.7083,-6.03417,dev,2024-06-06
482,Spanish Grand Prix1989,14,1989,Spanish Grand Prix,1989-10-01 06:00:00,Circuito de Jerez,Jerez de la Frontera,Spain,36.7083,-6.03417,dev,2024-06-06
498,Spanish Grand Prix1990,14,1990,Spanish Grand Prix,1990-09-30 06:00:00,Circuito de Jerez,Jerez de la Frontera,Spain,36.7083,-6.03417,dev,2024-06-06
562,European Grand Prix1994,14,1994,European Grand Prix,1994-10-16 06:00:00,Circuito de Jerez,Jerez de la Frontera,Spain,36.7083,-6.03417,dev,2024-06-06
614,European Grand Prix1997,17,1997,European Grand Prix,1997-10-26 06:00:00,Circuito de Jerez,Jerez de la Frontera,Spain,36.7083,-6.03417,dev,2024-06-06
364,Detroit Grand Prix1982,7,1982,Detroit Grand Prix,1982-06-06 06:00:00,Detroit Street Circuit,Detroit,USA,42.3298,-83.0401,dev,2024-06-06
380,Detroit Grand Prix1983,7,1983,Detroit Grand Prix,1983-06-05 06:00:00,Detroit Street Circuit,Detroit,USA,42.3298,-83.0401,dev,2024-06-06
396,Detroit Grand Prix1984,8,1984,Detroit Grand Prix,1984-06-24 06:00:00,Detroit Street Circuit,Detroit,USA,42.3298,-83.0401,dev,2024-06-06
410,Detroit Grand Prix1985,6,1985,Detroit Grand Prix,1985-06-23 06:00:00,Detroit Street Circuit,Detroit,USA,42.3298,-83.0401,dev,2024-06-06
427,Detroit Grand Prix1986,7,1986,Detroit Grand Prix,1986-06-22 06:00:00,Detroit Street Circuit,Detroit,USA,42.3298,-83.0401,dev,2024-06-06
441,Detroit Grand Prix1987,5,1987,Detroit Grand Prix,1987-06-21 06:00:00,Detroit Street Circuit,Detroit,USA,42.3298,-83.0401,dev,2024-06-06
458,Detroit Grand Prix1988,6,1988,Detroit Grand Prix,1988-06-19 06:00:00,Detroit Street Circuit,Detroit,USA,42.3298,-83.0401,dev,2024-06-06
244,French Grand Prix1974,9,1974,French Grand Prix,1974-07-07 06:00:00,Dijon-Prenois,Dijon,France,47.3625,4.89913,dev,2024-06-06
289,French Grand Prix1977,9,1977,French Grand Prix,1977-07-03 06:00:00,Dijon-Prenois,Dijon,France,47.3625,4.89913,dev,2024-06-06
321,French Grand Prix1979,8,1979,French Grand Prix,1979-07-01 06:00:00,Dijon-Prenois,Dijon,France,47.3625,4.89913,dev,2024-06-06
350,French Grand Prix1981,8,1981,French Grand Prix,1981-07-05 06:00:00,Dijon-Prenois,Dijon,France,47.3625,4.89913,dev,2024-06-06
371,Swiss Grand Prix1982,14,1982,Swiss Grand Prix,1982-08-29 06:00:00,Dijon-Prenois,Dijon,France,47.3625,4.89913,dev,2024-06-06
393,French Grand Prix1984,5,1984,French Grand Prix,1984-05-20 06:00:00,Dijon-Prenois,Dijon,France,47.3625,4.89913,dev,2024-06-06
535,European Grand Prix1993,3,1993,European Grand Prix,1993-04-11 06:00:00,Donington Park,Castle Donington,UK,52.8306,-1.37528,dev,2024-06-06
397,Dallas Grand Prix1984,9,1984,Dallas Grand Prix,1984-07-08 06:00:00,Fair Park,Dallas,USA,32.7774,-96.7587,dev,2024-06-06
280,Japanese Grand Prix1976,16,1976,Japanese Grand Prix,1976-10-24 06:00:00,Fuji Speedway,Oyama,Japan,35.3717,138.927,dev,2024-06-06
